token,date,ip,question,response
acceastull,2016-10-13 14:52:51,168.9.24.58,jobzone2 [Back translation in English:],"Job Zone 2 - Some experience.  Training 2 or 3 months up to one year.  YOu need a high school diploma. Jobs are like firefighter, salesperson, banker"
acceastull,2016-10-13 14:52:51,168.9.24.58,jobzone3 [Back translation in English:],"Job ZOne 3  - More experience - 1-2 years or more needed. You need a vocational degree or previous experience. Jobs include like restaurant manager, electrician, secretary, insurance salesman"
acceastull,2016-10-13 14:52:51,168.9.24.58,jobzone4 [Back translation in English:],"Job Zone 4 - A lot of experience needed or job expereince of five years or more. You need at least a bachelor degree for this. Jobs include like this: accountant, sales manager, teacher or chemist."
acceastull,2016-10-13 14:52:51,168.9.24.58,jobzone5 [Back translation in English:],"Work Zone 5  You need high experience or a lot of study. You need at least five years of experience or in depth training required for job.  You need either a masters degree or a doctorate degree. Jobs included: doctor, college professor, librarian"
acceastull,2016-10-13 14:52:51,168.9.24.58,currentfuture [Back translation in English:],"Jobs Zone - Current or Future. Current Job Zone you pick what you have now relating to traning, experience or education. Future Job Zone - you can pick what you plan to get in the future you plan to get with traning, experience or education. You can select what you like."
acceastull,2016-10-13 14:52:51,168.9.24.58,Explore [Back translation in English:],"You can look at the job zones:
1. not much expereince in school or job
2. some experience in school or job
3. more experience in sschool or job
4. a lot of expereince in school or job
5. in depth experience in school or job

Pick the work zone you want to select.  Click on next. "
acceastull,2016-10-13 14:52:51,168.9.24.58,JZcareer [Back translation in English:],"You can select a job zone from 1 to 5. Each job zone has two parts, one part has the list for job zones and the other part has education and experience."
acceastull,2016-10-13 14:52:51,168.9.24.58,IPresultscareer [Back translation in English:],Your IP list will show what you have selected within your job. Please click exit to move on. 
acceastull,2016-10-13 14:52:51,168.9.24.58,results [Back translation in English:],"Finally here are your interest profiler results. Your interest can make you happy what you do in the future. You can click on any interest here are the list: realistic, investigative, artistic, social, enterprising, conventional. You can click to read about each interest You can see the higher number of a interest that matches your interest. When you are done you can click exit."
acceastull,2016-10-13 14:52:51,168.9.24.58,select [Back translation in English:],"You have completed the job zone. What you do in future, you can select what you like best."
aphidemintil,2016-10-18 16:41:38,130.108.114.53,Build kitchen cabinets [Back translation in English:],1.  I build kitchen cabinets.
aphidemintil,2016-10-18 16:41:38,130.108.114.53,Write books or plays [Back translation in English:],5.  I write plays.
aphidemintil,2016-10-18 16:41:38,130.108.114.53,Play a musical instrument [Back translation in English:],"6.  I play musical instruments: drums, guitar, piano."
aphidemintil,2016-10-18 16:41:38,130.108.114.53,Teach an individual an exercise routine [Back translation in English:],7.  I teach people how to exercise: a trainer.
aphidemintil,2016-10-18 16:41:38,130.108.114.53,Develop a spreadsheet using computer software [Back translation in English:],11.  I develop spreadsheets using computer software.
aphidemintil,2016-10-18 16:41:38,130.108.114.53,Raise fish in a fish hatchery [Back translation in English:],14.  I work at a fish hatchery. I care for fish eggs and feeding them as they grow.
aphidemintil,2016-10-18 16:41:38,130.108.114.53,Conduct chemical experiments [Back translation in English:],15.  I do experiments in a lab.
aphidemintil,2016-10-18 16:41:38,130.108.114.53,Study the movement of planets [Back translation in English:],16.  I am an astronomer. I study the planets.
aphidemintil,2016-10-18 16:41:38,130.108.114.53,Compose or arrange music [Back translation in English:],17.  I write and arrange music.
aphidemintil,2016-10-18 16:41:38,130.108.114.53,Perform rehabilitation therapy [Back translation in English:],20.  I am a physical therapist. I help people get better from injuries.
aphidemintil,2016-10-18 16:41:38,130.108.114.53,Operate a beauty salon or barber shop [Back translation in English:],21.  I manage a hair salon. People can get their hair shampooed and cut.
aphidemintil,2016-10-18 16:41:38,130.108.114.53,Load computer software into a large computer network [Back translation in English:],23.  I am responsible for installing computer software. I am an IT specialist.
aphidemintil,2016-10-18 16:41:38,130.108.114.53,Operate a calculator [Back translation in English:],24.  I use a calculator.
aphidemintil,2016-10-18 16:41:38,130.108.114.53,Assemble electronic parts [Back translation in English:],25.  I install electrical parts.
aphidemintil,2016-10-18 16:41:38,130.108.114.53,Drive a truck to deliver packages to offices and homes [Back translation in English:],26.  I drive a truck and make deliveries to businesses and homes.
aphidemintil,2016-10-18 16:41:38,130.108.114.53,Create special effects for movies [Back translation in English:],"29.  I do special effects for movies.  For example, I use a computer to make it look like a car is splashing into water."
aphidemintil,2016-10-18 16:41:38,130.108.114.53,Start your own business [Back translation in English:],33.  I own my own business.
aphidemintil,2016-10-18 16:41:38,130.108.114.53,Calculate the wages of employees [Back translation in English:],36.  I figure out pay for people who work for me.
aphidemintil,2016-10-18 16:41:38,130.108.114.53,Repair and install locks [Back translation in English:],38. I am a locksmith. I repair and install locks.
aphidemintil,2016-10-18 16:41:38,130.108.114.53,Develop a way to better predict the weather [Back translation in English:],39.  I am a meteorologist.  I study weather and predict what the weather will look like in the future.
aphidemintil,2016-10-18 16:41:38,130.108.114.53,Work in a biology lab [Back translation in English:],40.  I work in a lab as a biologist.
aphidemintil,2016-10-18 16:41:38,130.108.114.53,Perform jazz or tap dance [Back translation in English:],42.  I am a jazz and tap dancer.  I dance on stage.
aphidemintil,2016-10-18 16:41:38,130.108.114.53,Help conduct a group therapy session [Back translation in English:],44. I am a therapist. I run group therapy sessions.
aphidemintil,2016-10-18 16:41:38,130.108.114.53,Represent a client in a lawsuit [Back translation in English:],45.  I am a lawyer.  I help clients who are being sued or are suing another.
aphidemintil,2016-10-18 16:41:38,130.108.114.53,Market a new line of clothing [Back translation in English:],46.  I am a fashion designer.  I advertise for people to see my clothing designs.
aphidemintil,2016-10-18 16:41:38,130.108.114.53,Set up and operate machines to make products [Back translation in English:],49.  I am a machinist. I set up programs to make parts.
aphidemintil,2016-10-18 16:41:38,130.108.114.53,Invent a replacement for sugar [Back translation in English:],51.  I invent new kinds of sugar substitutes.
aphidemintil,2016-10-18 16:41:38,130.108.114.53,Do laboratory tests to identify diseases [Back translation in English:],52.  I work in a lab to identify what kinds of diseases there are.
aphidemintil,2016-10-18 16:41:38,130.108.114.53,Sing in a band [Back translation in English:],53.  I am a singer in a band.
aphidemintil,2016-10-18 16:41:38,130.108.114.53,REALISTIC [Back translation in English:],"Realistic means a person who solves problems.  Realistic people like working with plants, animals, wood, tools, machines.  
Examples of occupations:  architect (drafter?), mechanic, police, farmer."
aphidemintil,2016-10-18 16:41:38,130.108.114.53,INVESTIGATIVE [Back translation in English:],"Investigative:  This is a person who looks for the facts, problem-solves to find the answer.
Occupations include:  mathematician, scientist, doctor."
aphidemintil,2016-10-18 16:41:38,130.108.114.53,ARTISTIC [Back translation in English:],Error loading media. File could not be played.
aphidemintil,2016-10-18 16:41:38,130.108.114.53,SOCIAL [Back translation in English:],Error loading media. File could not be played.
aphidemintil,2016-10-18 16:41:38,130.108.114.53,ENTERPRISING [Back translation in English:],Error loading media. File could not be played.
aphidemintil,2016-10-18 16:41:38,130.108.114.53,CONVENTIONAL [Back translation in English:],Error loading media. File could not be played.
aphidemintil,2016-10-18 16:41:38,130.108.114.53,STRONGLYLIKE [Back translation in English:],Error loading media. File could not be played.
aphidemintil,2016-10-18 16:41:38,130.108.114.53,LIKE [Back translation in English:],Error loading media. File could not be played.
aphidemintil,2016-10-18 16:41:38,130.108.114.53,UNSURE [Back translation in English:],Error loading media. File could not be played.
aphidemintil,2016-10-18 16:41:38,130.108.114.53,DISLIKE [Back translation in English:],Error loading media. File could not be played.
aphidemintil,2016-10-18 16:41:38,130.108.114.53,STRONGLYDISLIKE [Back translation in English:],Error loading media. File could not be played.
aphidemintil,2016-10-18 16:41:38,130.108.114.53,jobzone1 [Back translation in English:],"Job zone one; little experience:  one week to three months training to learn the job; maybe need a HS diploma or GED. Kinds of work:  taxi driver, construction worker; server."
aphidemintil,2016-10-18 16:41:38,130.108.114.53,jobzone2 [Back translation in English:],"Job zone 2:  experience: some, 2-3 months, up to one year; on-the-job training; HS diploma or GED required. Types of jobs: forest firefighter, working in a store or bank"
aphidemintil,2016-10-18 16:41:38,130.108.114.53,jobzone3 [Back translation in English:],"job zone 3; more experience needed; 1-2 years of experience; on-the-job training is acceptable. Vocational training or past work experience, or a two-year associate's degree (AA. Types of work:  food service manager, electrician, legal secretary, selling insurance."
aphidemintil,2016-10-18 16:41:38,130.108.114.53,jobzone4 [Back translation in English:],"job zone 4:  many years of experience needed. Several years of training on the job is required. College degree required: BA, BS, Master's degree.

Types of jobs: acountant, store manager, teacher, chemist."
aphidemintil,2016-10-18 16:41:38,130.108.114.53,jobzone5 [Back translation in English:],"job zone 5; many years of detrailed study required; five years or more of experience; training is required before the job begins. In-depth training by an employer is provided.  Master's or Ph.D. required.

Types of jobs: doctor, college professor, librarian."
aphidemintil,2016-10-18 16:41:38,130.108.114.53,currentfuture [Back translation in English:],"Pick two job zones/paths. Pick for the present, and for the future. Pick an occupation with school, training and experience you have now; pick an occupation with school, training and experience for the future as well. For this work zone, don't worry about training, school or money right now.  Now is the time for learning and investigating what your likes are."
aphidemintil,2016-10-18 16:41:38,130.108.114.53,Explore [Back translation in English:],"Five job zone definitions:  1.  very little school, training, experience.  2  some school, training, experience.  3.  more school, training, experience; 4.  in-depth  school, training, experience.  5. a lot of in-depth  school, training, experience.

Pick the job zone that fits the job you want, and then click ""next."""
aphidemintil,2016-10-18 16:41:38,130.108.114.53,JZcareer [Back translation in English:],"How to pick a job?  Pick a job zone with the job and training, school and experience required.  The job zone and Interest Profiler (IP) will help you to find a job that fits you. If you want to learn, investigate more."
aphidemintil,2016-10-18 16:41:38,130.108.114.53,IPresultscareer [Back translation in English:],"Your Interest Profiler (IP) and job zone results are coming. Click ""next."""
aphidemintil,2016-10-18 16:41:38,130.108.114.53,results [Back translation in English:],"Success! You have completed the Interest Profiler (IP).  When your activities and work match, you will feel happy and satisfied.

Take a look at these results: 
Realistic 
Investigative
Artisitic
Social
Enterprising
Realistic
Conventional

When you look at the numbers which are highest, these are your best fit.  You can click on each listing and it will explain more about this description.

When you are finished, click ""next."""
aphidemintil,2016-10-18 16:41:38,130.108.114.53,select [Back translation in English:],You have completed the job zone. Pick work you like.
evotiondow,2016-10-19 18:50:53,75.18.244.147,Build kitchen cabinets [Back translation in English:],Kitchen cabinets; I build.
evotiondow,2016-10-19 18:50:53,75.18.244.147,Write books or plays [Back translation in English:],Books or plays; I write.
evotiondow,2016-10-19 18:50:53,75.18.244.147,Play a musical instrument [Back translation in English:],"Musical instruments such as drums, guitar or piano; I use."
evotiondow,2016-10-19 18:50:53,75.18.244.147,Teach an individual an exercise routine [Back translation in English:],Person how exercise? I teach.
evotiondow,2016-10-19 18:50:53,75.18.244.147,Develop a spreadsheet using computer software [Back translation in English:],What is computer software for?  I develop spreadsheets to use.
evotiondow,2016-10-19 18:50:53,75.18.244.147,Raise fish in a fish hatchery [Back translation in English:],"Through a farm, I take care of planting eggs, raising, feeding."
evotiondow,2016-10-19 18:50:53,75.18.244.147,Conduct chemical experiments [Back translation in English:],Cylinder which is used for chemical experiments; I mix.
evotiondow,2016-10-19 18:50:53,75.18.244.147,Study the movement of planets [Back translation in English:],planets and eclipses; I study.
evotiondow,2016-10-19 18:50:53,75.18.244.147,Compose or arrange music [Back translation in English:],"music; I create, write and put together."
evotiondow,2016-10-19 18:50:53,75.18.244.147,Perform rehabilitation therapy [Back translation in English:],person who needs rehab; i help them with different exercises and help them improve and get well.
evotiondow,2016-10-19 18:50:53,75.18.244.147,Operate a beauty salon or barber shop [Back translation in English:],"A store that has washing, cutting and hair styling; I run."
evotiondow,2016-10-19 18:50:53,75.18.244.147,Load computer software into a large computer network [Back translation in English:],Computer technician. I am an IT.  I am responsible for installing software.
evotiondow,2016-10-19 18:50:53,75.18.244.147,Operate a calculator [Back translation in English:],calculator; I use.
evotiondow,2016-10-19 18:50:53,75.18.244.147,Assemble electronic parts [Back translation in English:],Different battery (electrical?) parts I put together.
evotiondow,2016-10-19 18:50:53,75.18.244.147,Drive a truck to deliver packages to offices and homes [Back translation in English:],Truck; I drive.  Boxes I deliver to businesses or homes.
evotiondow,2016-10-19 18:50:53,75.18.244.147,Create special effects for movies [Back translation in English:],Movie; I make special effects.  What are special effects?  It could be a big wave crashing down things audit is not real.  It is made by a computer.
evotiondow,2016-10-19 18:50:53,75.18.244.147,Start your own business [Back translation in English:],"My own business, I establish."
evotiondow,2016-10-19 18:50:53,75.18.244.147,Calculate the wages of employees [Back translation in English:],People who work for me; I figure out how much money they earn.
evotiondow,2016-10-19 18:50:53,75.18.244.147,Repair and install locks [Back translation in English:],I fix or install locks.
evotiondow,2016-10-19 18:50:53,75.18.244.147,Develop a way to better predict the weather [Back translation in English:],I make up a better way to predict what weather looks like.
evotiondow,2016-10-19 18:50:53,75.18.244.147,Work in a biology lab [Back translation in English:],Biology lab; I work. 
evotiondow,2016-10-19 18:50:53,75.18.244.147,Perform jazz or tap dance [Back translation in English:],I dance Jazz or Tap for audiences.
evotiondow,2016-10-19 18:50:53,75.18.244.147,Help conduct a group therapy session [Back translation in English:],I help run therapy group. 
evotiondow,2016-10-19 18:50:53,75.18.244.147,Represent a client in a lawsuit [Back translation in English:],"I work with clients who are involved in lawsuits.  It doesn't matter who is suing who, I help the client as a legal representative."
evotiondow,2016-10-19 18:50:53,75.18.244.147,Market a new line of clothing [Back translation in English:],Many new clothes are available to see that are designed and made.  It is my job to market these clothes and get people to come in and look.
evotiondow,2016-10-19 18:50:53,75.18.244.147,Set up and operate machines to make products [Back translation in English:],A machine makes specific things.  I set it up and run it.
evotiondow,2016-10-19 18:50:53,75.18.244.147,Invent a replacement for sugar [Back translation in English:],I invent sugar because this is a replacement.  
evotiondow,2016-10-19 18:50:53,75.18.244.147,Do laboratory tests to identify diseases [Back translation in English:],"At a lab, I test to identify what kind of diseases there are.  I do this."
evotiondow,2016-10-19 18:50:53,75.18.244.147,Sing in a band [Back translation in English:],"Band, I sing."
evotiondow,2016-10-19 18:50:53,75.18.244.147,REALISTIC [Back translation in English:],"Realistic- whats this?  This is a person who likes to get involved.  When problems come up, a person figures this out and solves it.  People like to work with animals, plants, wood, tools and machines.   Jobs look like engineers, mechanics, police, and farmers."
evotiondow,2016-10-19 18:50:53,75.18.244.147,INVESTIGATIVE [Back translation in English:],"Investigative- what's that?  Exploring facts, ideas, problems and thinking about then and coming up with a solution. Jobs include math, science and doctors."
evotiondow,2016-10-19 18:50:53,75.18.244.147,ARTISTIC [Back translation in English:],"Artistic- what's that? Creative, likes art, music and plays.  Doesn't like rules but likes flexibility.  Jobs include actor, composer, artist and dancer."
evotiondow,2016-10-19 18:50:53,75.18.244.147,SOCIAL [Back translation in English:],"Social- what's that?  Enjoys help teaching and influence people. Jobs include, teacher, exercise coach, nurse, and counselor."
evotiondow,2016-10-19 18:50:53,75.18.244.147,ENTERPRISING [Back translation in English:],"Enterprising- what's that?  Likes to organize, set up projects, work.  People lead, make decisions and go ahead with actions. Jobs include lawyers, business owners, judge, or politician."
evotiondow,2016-10-19 18:50:53,75.18.244.147,CONVENTIONAL [Back translation in English:],"Conventional, what's that?  Prefers routine work, doesn't want flexibility, and prefers accurate details. Jobs include secretary, bank employee, or financial analyst."
evotiondow,2016-10-19 18:50:53,75.18.244.147,STRONGLYLIKE [Back translation in English:],Really like.
evotiondow,2016-10-19 18:50:53,75.18.244.147,LIKE [Back translation in English:],Like
evotiondow,2016-10-19 18:50:53,75.18.244.147,UNSURE [Back translation in English:],"not sure, on the fence."
evotiondow,2016-10-19 18:50:53,75.18.244.147,DISLIKE [Back translation in English:],don't like
evotiondow,2016-10-19 18:50:53,75.18.244.147,STRONGLYDISLIKE [Back translation in English:],"wow, really don't like"
evotiondow,2016-10-19 18:50:53,75.18.244.147,jobzone1 [Back translation in English:],"Job Zone 1- not a lot of experience. About 1 week to 3 months of training to learn a job. Maybe a HS degree or GED is required. Jobs include taxi drivers, construction worker, or waiter."
evotiondow,2016-10-19 18:50:53,75.18.244.147,jobzone2 [Back translation in English:],"Job Zone 2:  There is some experience, about 3 months to 1 year.  Training takes place the same time as working.  Usually requires a HS degree or GED.  Jobs include forest firefighter, sales person, and bank employee."
evotiondow,2016-10-19 18:50:53,75.18.244.147,jobzone3 [Back translation in English:],"Job zone 3: More experience needed.  Training lasts 1 to 2 years.  Can work and learn at the same time. Need vocational school and previous work experience or Associates degree.  Jobs include food service manager, electrician, legal secretary, and insurance salesperson."
evotiondow,2016-10-19 18:50:53,75.18.244.147,jobzone4 [Back translation in English:],"Job zone 4- A lot of experience is required. Many years of training and working at the same time is expected.   College degrees such as BA, BS or graduate degrees are needed.  Jobs include: accountant, sales manager, teacher or chemist."
evotiondow,2016-10-19 18:50:53,75.18.244.147,jobzone5 [Back translation in English:],"Job zone 5-  A lot of experience and intensive study in required. At least 5 years of experience is expected and training is required prior to starting employment.  Business companies also provide more in-depth training. Need to get a MA, PhD or a law degree. Jobs include: doctor, college professor or librarian."
evotiondow,2016-10-19 18:50:53,75.18.244.147,currentfuture [Back translation in English:],"Job zone is picked two ways; current or future. Current school training and experience fit your job now. Future job training and experience needs to match job in the future.  Job zone now or in the future does not matter. Job, training, money is  enough?   Don't worry about that.  Now is the time to research, learn about jobs you may like."
evotiondow,2016-10-19 18:50:53,75.18.244.147,Explore [Back translation in English:],"The 5 job zones are for school, training and experience. For 1, there is not much school, training or experience.  For 2, there is some school, training or experience.  For 3, there is more school, training or experience. For 4, there is a lot of school, training or experience. For 5, there is a lot of in-depth school, training or experience. Pick the job zone that fits the job you want, look at all of the job zones and pick then click the exit button on the bottom to proceed."
evotiondow,2016-10-19 18:50:53,75.18.244.147,JZcareer [Back translation in English:],"How do you pick a career from job zones 1-5?  Each job zone has a list of careers as well as training, school and experience required. Job zone and IP both help you find a job that matches you.  Want to learn and research more."
evotiondow,2016-10-19 18:50:53,75.18.244.147,IPresultscareer [Back translation in English:],You IP list of jobs relates to your IP list of job zones.  Both will see next which you click to proceed.
evotiondow,2016-10-19 18:50:53,75.18.244.147,results [Back translation in English:],"Finally, IP results in action and work matching, how?  Jobs that make you happy, will be satisfying. See the five categories: realistic, investigative, artistic, social, enterprising or conventional.  Of these, you will see a number. This number means the higher number is a better fit for you. Click on each of the categories and open and read the list.  You will be able to click each of them and read the list associated with each of these. When you are done reading, you can click the ""NEXT"" button."
evotiondow,2016-10-19 18:50:53,75.18.244.147,select [Back translation in English:],"After you finish learn about the job zone, what is next? It doesn't matter if the job is current or in the future, if there is a job you like, go ahead and pick that."
troebeedga,2016-10-10 23:38:55,104.57.137.23,Build kitchen cabinets [Back translation in English:],1. I build Kitchen Cabinets.
troebeedga,2016-10-10 23:38:55,104.57.137.23,Write books or plays [Back translation in English:],5. I write plays.
troebeedga,2016-10-10 23:38:55,104.57.137.23,Play a musical instrument [Back translation in English:],"6. I use musical instruments such as drums, guitars, and pianos."
troebeedga,2016-10-10 23:38:55,104.57.137.23,Teach an individual an exercise routine [Back translation in English:],7. I teach people how to exercise. 
troebeedga,2016-10-10 23:38:55,104.57.137.23,Develop a spreadsheet using computer software [Back translation in English:],11. I develop spreadsheets using computer software. 
troebeedga,2016-10-10 23:38:55,104.57.137.23,Raise fish in a fish hatchery [Back translation in English:],14. I take care of the fish at the Fish Hatchery.
troebeedga,2016-10-10 23:38:55,104.57.137.23,Conduct chemical experiments [Back translation in English:],15. I conduct various experiments with chemicals.
troebeedga,2016-10-10 23:38:55,104.57.137.23,Study the movement of planets [Back translation in English:],16. I study planets. 
troebeedga,2016-10-10 23:38:55,104.57.137.23,Compose or arrange music [Back translation in English:],17. I create and write songs. 
troebeedga,2016-10-10 23:38:55,104.57.137.23,Perform rehabilitation therapy [Back translation in English:],20. I will help people heal from injuries through rehab with various exercises and therapy. 
troebeedga,2016-10-10 23:38:55,104.57.137.23,Operate a beauty salon or barber shop [Back translation in English:],21. I operate a hair salon. 
troebeedga,2016-10-10 23:38:55,104.57.137.23,Load computer software into a large computer network [Back translation in English:],23. I am a IT computer technician working with software. 
troebeedga,2016-10-10 23:38:55,104.57.137.23,Operate a calculator [Back translation in English:],24. I use calculators.
troebeedga,2016-10-10 23:38:55,104.57.137.23,Assemble electronic parts [Back translation in English:],25. I install different electrical parts.
troebeedga,2016-10-10 23:38:55,104.57.137.23,Drive a truck to deliver packages to offices and homes [Back translation in English:],26. I drive trucks and deliver packages to businesses and homes. 
troebeedga,2016-10-10 23:38:55,104.57.137.23,Create special effects for movies [Back translation in English:],29. I produce special effects for movies. 
troebeedga,2016-10-10 23:38:55,104.57.137.23,Start your own business [Back translation in English:],33. I founded my own business.
troebeedga,2016-10-10 23:38:55,104.57.137.23,Calculate the wages of employees [Back translation in English:],36. I determine the salaries of my employees. 
troebeedga,2016-10-10 23:38:55,104.57.137.23,Repair and install locks [Back translation in English:],38. I fix and install locks. 
troebeedga,2016-10-10 23:38:55,104.57.137.23,Develop a way to better predict the weather [Back translation in English:],39. I create better ways to forecast the weather. 
troebeedga,2016-10-10 23:38:55,104.57.137.23,Work in a biology lab [Back translation in English:],40. I work in a biology lab. 
troebeedga,2016-10-10 23:38:55,104.57.137.23,Perform jazz or tap dance [Back translation in English:],42. I tap dance with Jazz music in front of audiences.
troebeedga,2016-10-10 23:38:55,104.57.137.23,Help conduct a group therapy session [Back translation in English:],44. I facilitate group therapy sessions. 
troebeedga,2016-10-10 23:38:55,104.57.137.23,Represent a client in a lawsuit [Back translation in English:],45. I work with clients on all types of lawsuits. 
troebeedga,2016-10-10 23:38:55,104.57.137.23,Market a new line of clothing [Back translation in English:],46. I design and market my own fashion line. 
troebeedga,2016-10-10 23:38:55,104.57.137.23,Set up and operate machines to make products [Back translation in English:],49. I set up and operate machines that makes specific products. 
troebeedga,2016-10-10 23:38:55,104.57.137.23,Invent a replacement for sugar [Back translation in English:],51. I created a new kind of sugar.
troebeedga,2016-10-10 23:38:55,104.57.137.23,Do laboratory tests to identify diseases [Back translation in English:],52. I work in a lab that tests and identifies various diseases. 
troebeedga,2016-10-10 23:38:55,104.57.137.23,Sing in a band [Back translation in English:],53. I sing in a band. 
troebeedga,2016-10-10 23:38:55,104.57.137.23,REALISTIC [Back translation in English:],"Realistic means figuring out and solving problems. You like to work with plants, animals, wood, tools, and machines. Career possibilities are engineers, mechanics, police work and farmers."
troebeedga,2016-10-10 23:38:55,104.57.137.23,INVESTIGATIVE [Back translation in English:],"Investigative refers to looking at facts and analyzing ideas and problems to reach solutions. Career possibilities include mathematics, science, and the medical field."
troebeedga,2016-10-10 23:38:55,104.57.137.23,ARTISTIC [Back translation in English:],"Artistic refers to creating art, music, and acting. Artistic people do not like rules and love flexibility. Career possibilities include actors, musical composers, and choreographing dances."
troebeedga,2016-10-10 23:38:55,104.57.137.23,SOCIAL [Back translation in English:],"Social refers to those who enjoy helping, teaching, and advising people. Career possibilities include teaching, fitness coach, nursing, and counselor."
troebeedga,2016-10-10 23:38:55,104.57.137.23,ENTERPRISING [Back translation in English:],"The word, enterprising, refers to those who like to organize projects, lead people, and make decisions. Career possibilities include law, owning a business, judicial, and politics."
troebeedga,2016-10-10 23:38:55,104.57.137.23,CONVENTIONAL [Back translation in English:],"The word, conventional, refers to those who likes routine work, do not like to lead, and prefers attention to details. Career possibilities include secretarial work, banking, and financial analysis."
troebeedga,2016-10-10 23:38:55,104.57.137.23,STRONGLYLIKE [Back translation in English:],Strongly Like.
troebeedga,2016-10-10 23:38:55,104.57.137.23,LIKE [Back translation in English:],Like
troebeedga,2016-10-10 23:38:55,104.57.137.23,UNSURE [Back translation in English:],Unsure
troebeedga,2016-10-10 23:38:55,104.57.137.23,DISLIKE [Back translation in English:],Dislike
troebeedga,2016-10-10 23:38:55,104.57.137.23,STRONGLYDISLIKE [Back translation in English:],Strongly Dislike
troebeedga,2016-10-10 23:38:55,104.57.137.23,jobzone1 [Back translation in English:],"Job Zone 1 refers to jobs that do not require much work experience. One week to three months of training would be sufficient for the person to learn the job. High School diplomas or GED might be required. Jobs in Job Zone might include taxi driver, construction worker, and waitress."
troebeedga,2016-10-10 23:38:55,104.57.137.23,jobzone2 [Back translation in English:],"Jobs in Job Zone 2 requires some work experience. Two months up to a year of training might be required to learn the job. High School Diploma or GED is typically required. Jobs in Job Zone 2 might include forest fireman, working in a store, and working at a bank."
troebeedga,2016-10-10 23:38:55,104.57.137.23,jobzone3 [Back translation in English:],"Jobs in Job Zone 3 requires more work experience. You might train and learn on the job for one to two years. You might need vocational school, previous work experience, and a college degree. Jobs in Job Zone 3 includes food service manager, electrician, law office secretary, and selling insurance."
troebeedga,2016-10-10 23:38:55,104.57.137.23,jobzone4 [Back translation in English:],"Jobs in Job Zone 4 requires extensive experience. Training typically take many years to learn the job. Bachelors' Degrees or Masters' Degree will likely be required. Jobs in Job Zone 4 might include Accountant, Sales Manager, Teacher, and Chemist."
troebeedga,2016-10-10 23:38:55,104.57.137.23,jobzone5 [Back translation in English:],"Jobs in Job Zone 5 requires extensive experience and training. At least five years of experience is preferable. You will need training prior to starting the job that might be provided by the company. The job will require either a Masters' Degree, Ph.D, or a Law Degree. Jobs in Job Zone 5 include doctors, college professors, and librarians."
troebeedga,2016-10-10 23:38:55,104.57.137.23,currentfuture [Back translation in English:],"Job Zones are selected in two ways: current and future,. Current refers to your present job experience, education, and training. Future refers to the experience, education, and training needed to do future jobs. Job Zones can be current or future ones. Do not worry about financial costs for the needed training and education but rather on learning about careers that might interest you."
troebeedga,2016-10-10 23:38:55,104.57.137.23,Explore [Back translation in English:],"There are five types of schooling, training, and employment experience: 1. Not Much School/Training/Job Experience 2. Some School/Training/Job Experience 3. More School/Training/Job Experience 4. Lots of School/Training/Job Experience 5. Extensive School/Training/Job Experience. Select the Job Zone that matches the job that interests you. When finished, press the ""Next"" button."
troebeedga,2016-10-10 23:38:55,104.57.137.23,JZcareer [Back translation in English:],Choose a job based on the five job zones. Each Job Zone has a list of jobs and training/schooling/experiences required for each job. Job Zones and IP both help you find and learn more about jobs that interest you.  
troebeedga,2016-10-10 23:38:55,104.57.137.23,IPresultscareer [Back translation in English:],"You will see the list of IP jobs and IP job zones. Once you see both, click on ""next""."
troebeedga,2016-10-10 23:38:55,104.57.137.23,results [Back translation in English:],"IP careers are divided into six categories to match your preferences for a satisfying career: 1. Realistic 2. Investigative 3. Artistic 4. Social 5. Enterprising and 6. Conventional. Put your preferences in the order with the highest number being the best match for you. Take your time and look at various options under each category before pressing the ""next"" button. "
troebeedga,2016-10-10 23:38:55,104.57.137.23,select [Back translation in English:],You have learned about various job zones for current or future possibilities. Just select what you like. 
etherovist,2016-10-18 16:32:53,206.110.228.40,Build kitchen cabinets [Back translation in English:],Number 1: Kitchen cabinet builder
etherovist,2016-10-18 16:32:53,206.110.228.40,Write books or plays [Back translation in English:],Number 5: Play writer (based on a book)
etherovist,2016-10-18 16:32:53,206.110.228.40,Play a musical instrument [Back translation in English:],"number 6: playing musical instruments such as drums, guitar, or a piano"
etherovist,2016-10-18 16:32:53,206.110.228.40,Teach an individual an exercise routine [Back translation in English:],number 7: Teaching people how to exercise
etherovist,2016-10-18 16:32:53,206.110.228.40,Develop a spreadsheet using computer software [Back translation in English:],number 11: Using computer software to develop spreadsheets
etherovist,2016-10-18 16:32:53,206.110.228.40,Raise fish in a fish hatchery [Back translation in English:],"Number   14 working at a fish(farm) hatchery, by feeding and taking care of the fish."
etherovist,2016-10-18 16:32:53,206.110.228.40,Conduct chemical experiments [Back translation in English:],"number 15 working as a chemist, working and experimenting with different chemicals."
etherovist,2016-10-18 16:32:53,206.110.228.40,Study the movement of planets [Back translation in English:],number 16 Studying different planets.
etherovist,2016-10-18 16:32:53,206.110.228.40,Compose or arrange music [Back translation in English:],"number 17, working as a musical composer, by creating and writing music"
etherovist,2016-10-18 16:32:53,206.110.228.40,Perform rehabilitation therapy [Back translation in English:],"number 20 working as a physical therapist, to help people heal their pain."
